ResourceID,MONNO,MONNO_TYPE,MONNAMEQ,NAME_TYPE,TPQ,TPQ_TYPE,TPQPREC_Valueid,TAQ,TAQ_TYPE,TAQPREC_Valueid,DESCRIPTION,DESCRIPTION_TYPE,WKT,DES_Valueid,REFERENCE,TYPE_Valueid,CP_Valueid
00000000-0000-0000-0000-000000lhd933,,,,,,,,,,,,,,,,,6f079341-6c7c-4ced-b93a-4b60096931eb
00000000-0000-0000-0000-000000lhd934,934,838a206c-7975-4695-a2ae-1575b1e07984,"""Stone walls, 74D Winn Street""",81dd62d2-6701-4195-b74b-8057456bba4b,1000,cf4d3fee-1c66-499c-a087-13eb3a069807,394c182b-fdbb-4239-a5c2-8f44a3eaff5d,1900,f21fd154-a96d-4b50-9fa9-dbab3c54d441,394c182b-fdbb-4239-a5c2-8f44a3eaff5d,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.519196979240641 53.2299572544567),,,278959b5-9b68-462e-b94f-cd925b36a449,
00000000-0000-0000-0000-000000lhd934,,,,,,,,,,,"""Two sections of limestone wall were exposed in the north-west corner of the site. No dates could be assigned because of the complete absence of finds. They were probably not contemporary, being on different alignments, and were considered not to be associated with Monks Abbey to the west. Another part of one of the walls was recorded to the north while building extension.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd934,,,,,,,,,,,,,,,,,3425232f-e835-48c3-9ff4-4d7827b6f08a
00000000-0000-0000-0000-000000lhd934,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd935,935,838a206c-7975-4695-a2ae-1575b1e07984,"""37 Bailgate, medieval boundary wall""",81dd62d2-6701-4195-b74b-8057456bba4b,1100,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1550,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.53865995818465 53.236508357306),,,74fe0315-91a2-40ba-8000-398a442e3a8a,
00000000-0000-0000-0000-000000lhd935,,,,,,,,,,,"""Stone foundations beneath the north wall of the rear (west) outbuilding may be a remnant of a land boundary of possible medieval date.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd935,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd936,936,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval ditch, Malandry/Hospital of Holy Innocents""",81dd62d2-6701-4195-b74b-8057456bba4b,1200,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1500,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.544394394820882 53.2136724492689),,,94b10bf2-567c-47f8-9d10-71d4fd36a108,
00000000-0000-0000-0000-000000lhd936,,,,,,,,,,,"""Ditch running WNW-ESE, approximately at right angles to Newark Road may have formed land or property boundary, perhaps the southern extent of ?Hospital of Holy Innocents (873).""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd936,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd937,937,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval buildings, 320 High Street ( former Radleys butchers)""",81dd62d2-6701-4195-b74b-8057456bba4b,1100,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1800,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.540848507447935 53.2272307055145),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd937,,,,,,,,,,,"""At least three phases of hearths/ovens with associated floors were found, representing occupation from the medieval to early modern periods. Archaeological levels were reached c0.5m below modern ground surface.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd937,,,,,,,,,,,,,,,,8fe7ae1d-8db5-40e6-85d0-5cb38641f007,
00000000-0000-0000-0000-000000lhd937,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd937,,,,,,,,,,,,,,,,,ad4d6359-5c0d-4a2d-8833-5fa3d1ef5879
00000000-0000-0000-0000-000000lhd937,,,,,,,,,,,,,,,,c9f365c7-604d-4181-b263-5b670bdd23eb,
00000000-0000-0000-0000-000000lhd938,938,838a206c-7975-4695-a2ae-1575b1e07984,"""Lincoln Cathedral precinct - postulated Norman extent""",81dd62d2-6701-4195-b74b-8057456bba4b,1072,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1150,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.536066582422156 53.2343459429398),,,813f08b2-446a-4a28-85b1-e05c31815128,
00000000-0000-0000-0000-000000lhd938,,,,,,,,,,,"""The original precinct of Lincoln Minster was confined within the walls of the Roman Fortress. Its extent to the east and north is uncertain and it is possible that it may have not included the wall and rampart, which formed the defences of the Kings bail and were excluded from the Close in the north-east quarter of the Bail.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd938,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd939,939,838a206c-7975-4695-a2ae-1575b1e07984,"""Vicars Court""",81dd62d2-6701-4195-b74b-8057456bba4b,1300,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,2014,f21fd154-a96d-4b50-9fa9-dbab3c54d441,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.535314520476511 53.2331140863975),,,1e131d72-ee83-4578-b011-3c726bc87348,
00000000-0000-0000-0000-000000lhd939,,,,,,,,,,,"""Vicars Court consists of four ranges of buildings surrounding a grassed quadrangle. It is clear from documentary sources that the Vicars Choral originally extended from the City wall on its west to Greestone steps on its east and from the road leading from the Bishops court to St Margarets Church on its north southwards to the Close Wall. However, it appears that the north-eastern part of this plot was subsequently set aside for the junior vicars (whom Jones, Major and Varley suggest may have been joined with the Poor Clerks, who certainly held land in this area). The west part may have been called Boungarth (Lincoln Wills vol 1 1271-1489 Geoffrey le Scrope, canon of Lincoln, a.d. 1382)""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd939,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd939,,,,,,,,,,,,,,bc908dbc-45ff-426c-8713-f622907730ab,1388649138868410000000000000,,
00000000-0000-0000-0000-000000lhd940,940,838a206c-7975-4695-a2ae-1575b1e07984,"""Junior Vicars/Poor Clerks houses""",81dd62d2-6701-4195-b74b-8057456bba4b,1266,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1703,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.534845335799833 53.2332521565195),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd940,,,,,,,,,,,"""Site of the houses of the Junior Vicars, originally part of the plot given to the Vicars Choral in the late 13th century. Contains one surviving fragment of medieval masonry (MON**, Survey of Ancient House S30).""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd940,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd940,,,,,,,,,,,,,,,,,ad4d6359-5c0d-4a2d-8833-5fa3d1ef5879
00000000-0000-0000-0000-000000lhd941,941,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman gully, Chaplin Street""",81dd62d2-6701-4195-b74b-8057456bba4b,0120,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0250,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.541947946093109 53.2235313621571),,,1d19c1b3-c74a-4e69-92d2-d13459cd2258,
00000000-0000-0000-0000-000000lhd941,,,,,,,,,,,"""North-south gully 1.3m wide cutting natural sand and sealed below a sandy layer (CS73 LUB3). Possible drainage or sewage gully""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd941,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd942,942,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman ditch, Chaplin Street""",81dd62d2-6701-4195-b74b-8057456bba4b,0120,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0250,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54182815959505 53.2235298964673),,,1369d0b1-9489-4ea5-a501-c66108b79937,
00000000-0000-0000-0000-000000lhd942,,,,,,,,,,,"""A north-south v-shaped ditch 2.6m wide x 0.6m deep cut through a mid Roman sandy layer (CS73 LUB3) and sealed by a mid Roman clayey layer (CS73 LUB5). Possible drainage or sewage ditch""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd942,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd943,943,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman ditch, Chaplin Street""",81dd62d2-6701-4195-b74b-8057456bba4b,0120,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0250,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.541947946093109 53.2235313621571),,,1369d0b1-9489-4ea5-a501-c66108b79937,
00000000-0000-0000-0000-000000lhd943,,,,,,,,,,,"""A north-south v-shaped ditch 2m wide x 0.55m deep cut through a mid Roman clayey layer (CS73 LUB5) and sealed by another mid Roman clayey layer (CS73 LUB7). Possible drainage or sewage ditch""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd943,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd944,944,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman gully, Chaplin Street""",81dd62d2-6701-4195-b74b-8057456bba4b,0120,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0250,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.542022507407483 53.2235412642503),,,1d19c1b3-c74a-4e69-92d2-d13459cd2258,
00000000-0000-0000-0000-000000lhd944,,,,,,,,,,,"""A north-south gully 0.6m wide x 0.3m deep and flat-bottomed, cut through a mid Roman clayey layer (CS73 LUB5) and sealed by another mid Roman clayey layer (CS73 LUB7). Possible drainage or sewage gully""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd944,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd945,945,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval defences. Lucy Tower City Ditch""",81dd62d2-6701-4195-b74b-8057456bba4b,1335,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1750,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54429465132199 53.2289809171315),,,bb545a0e-2f37-42ce-bd16-7b6d64dcda03,
00000000-0000-0000-0000-000000lhd945,,,,,,,,,,,"""A ditch cut alongside the extended city wall and Lucy Tower, on the west side, and recut on at least one occasion in the mid 16th century. It was probably cut immediately after construction of the city wall. There were periods of silting and it was infilled in the period 1680-1750""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd945,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd945,,,,,,,,,,,,,,,,,ad4d6359-5c0d-4a2d-8833-5fa3d1ef5879
00000000-0000-0000-0000-000000lhd945,,,,,,,,,,,,,,,,1369d0b1-9489-4ea5-a501-c66108b79937,
00000000-0000-0000-0000-000000lhd946,946,838a206c-7975-4695-a2ae-1575b1e07984,"""Le Posterne by Westcastel / Westgate Postern Gate""",81dd62d2-6701-4195-b74b-8057456bba4b,1068,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1600,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.542085288188666 53.2362446533351),,,1909a832-8488-4a84-b352-d8fdb403e5be,
00000000-0000-0000-0000-000000lhd946,,,,,,,,,,,"""A postern gate recorded in the Registrum Antiquissimum as being ""Le Posterne by Westcastel"" is almost certainly a gate constructed to replace the Roman west gate of the upper city, following the relocation of Westgate along the outer edge of the castle ditch. This gate was presumably on the line of the Roman wall, and therefore set back from the western curtain wall of the castle. Its location is only surmised, however and resurfacing of Westgate has not revealed any trace of either the Roman wall or any medieval gate. Marrat maps mark a postern at this point.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd946,,,,,,,,,,,,,,,,,ad4d6359-5c0d-4a2d-8833-5fa3d1ef5879
00000000-0000-0000-0000-000000lhd946,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd947,947,838a206c-7975-4695-a2ae-1575b1e07984,"""Hypothetical eastern boundary of first Norman Castle, Lincoln Castle""",81dd62d2-6701-4195-b74b-8057456bba4b,1068,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1140,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.540531582289303 53.2347872665689),,,23d2a9d6-bf9d-4399-a9a2-1a3c00f83446,
00000000-0000-0000-0000-000000lhd947,,,,,,,,,,,"""Michael Thompson has postulated that the original eastern boundary of Lincoln Castle ran from Lucy Tower to Cobb Hall on the grounds that:  a) a fragment of walling was found on this alignment at Lucy Tower b) the curtain wall to the south-east of this line is founded directly on the old ground surface, not on an earthen bank""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd947,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd947,,,,,,,,,,,,,,44f4e1ab-f0de-42e7-82a4-98156e9eac4d,SAM 1 Lincoln Castle (except modern buildings) / 1005049,,
00000000-0000-0000-0000-000000lhd948,948,838a206c-7975-4695-a2ae-1575b1e07984,"""St Leonards Lane""",81dd62d2-6701-4195-b74b-8057456bba4b,1312,cf4d3fee-1c66-499c-a087-13eb3a069807,394c182b-fdbb-4239-a5c2-8f44a3eaff5d,2014,f21fd154-a96d-4b50-9fa9-dbab3c54d441,6f941ebf-bad2-444a-a8f8-e4393a5fb2ac,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.530225224469543 53.2355955533368),,,62d7af0f-70ca-4082-9916-a2384d81a446,
00000000-0000-0000-0000-000000lhd948,,,,,,,,,,,"""Lane linking Langworthgate and Greetwellgate. Named after St Leonards Church in 1830/1 by the Lighting and Paving Commissioners. Whites 1842 Directory records a St Leonards Gate; widened in 1891 at north-west corner with Langworthgate. The southern end has also been widened since the 1960s at the time the car showroom was built. A trackway (MON7891) dating from the 12th-14th century south of Greetwellgate may have been a temporary southern continuation of the street, although its orientation is to the SW, rather than to the SE, as is that of St Leonards Lane.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd948,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd949,949,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman tessellated pavement in Cathedral cloisters""",81dd62d2-6701-4195-b74b-8057456bba4b,0150,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0200,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.535711069387602 53.2346652092019),,,3471ce1b-6003-4cd6-ba3b-a0a23ddc42f5,
00000000-0000-0000-0000-000000lhd949,,,,,,,,,,,"""A mosaic pavement was found in 1793 in the Cloisters, comprising a bordered panel, enclosed within the main border. The rooms original dimensions were 3.1m by 4.2m, the panel 2.1m by 2.72m. No record of any associated building. A portion of it (1.7m by 2.05m) was lifted and was displayed until the 1930s on the Cloister wall. It was moved to its present position at the foot of the Wren Library stairs in the 1930s, where it is protected by boards.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd949,,,,,,,,,,,,,,,,,6f079341-6c7c-4ced-b93a-4b60096931eb
00000000-0000-0000-0000-000000lhd950,950,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman aqueduct (putative northern section)""",81dd62d2-6701-4195-b74b-8057456bba4b,0060,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0400,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.521139589334147 53.2544427043403),,,99e62f72-e4ee-4d81-a0c7-7fcbf3e43c4a,
00000000-0000-0000-0000-000000lhd950,,,,,,,,,,,"""Mick Jones has suggested that the Roaring Meg might not be the source of the Roman aqueduct but that instead the foundations discovered by Thompson are part of a raised section spanning the Roaring Meg valley. If this is the case, then another likely source would be the spring which today fills a lake at Riseholme. A continuation of the known line of the aqueduct northwards points to the Riseholme lake. No evidence of this was found in evaluation in 2010 north of the Roaring Meg stream, but there had been deep ploughing.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd950,,,,,,,,,,,,,,,,,6f079341-6c7c-4ced-b93a-4b60096931eb
00000000-0000-0000-0000-000000lhd951,951,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman aqueduct (putative southern line)""",81dd62d2-6701-4195-b74b-8057456bba4b,0060,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0400,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.529381772179511 53.241842067382),,,99e62f72-e4ee-4d81-a0c7-7fcbf3e43c4a,
00000000-0000-0000-0000-000000lhd951,,,,,,,,,,,"""Excavation, resistivity and geophysical surveys to the south of 87 Nettleham Road (the most southerly observation of the aqueduct) failed to find the aqueduct and it is probable that its route diverged from that of the Roman road, perhaps heading for the East Bight water tower. However, there is no evidence for the line, which may equally have run towards the east or north gates. No aqueduct pipes or other evidence have been recorded south of 87 Nettleham Road""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd951,,,,,,,,,,,,,,,,,6f079341-6c7c-4ced-b93a-4b60096931eb
00000000-0000-0000-0000-000000lhd952,952,838a206c-7975-4695-a2ae-1575b1e07984,"""Early Roman military buildings, East Bight""",81dd62d2-6701-4195-b74b-8057456bba4b,0060,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0090,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.53683840893151 53.2371962045955),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd952,,,,,,,,,,,"""Beam slots found immediately behind the fortress rampart at East Bight are interpreted as the foundation of timber buildings between the rampart and the inter-vallum road.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd952,,,,,,,,,,,,,,,,,ca94f12a-7acc-4289-9d54-b993535b3b8b
00000000-0000-0000-0000-000000lhd952,,,,,,,,,,,,,,44f4e1ab-f0de-42e7-82a4-98156e9eac4d,SAM 17 Section of Roman town wall and ditch N of East Bight / 1005057,,
00000000-0000-0000-0000-000000lhd953,953,838a206c-7975-4695-a2ae-1575b1e07984,"""Prehistoric triple linear ditch system, east of the city""",81dd62d2-6701-4195-b74b-8057456bba4b,-0200,cf4d3fee-1c66-499c-a087-13eb3a069807,394c182b-fdbb-4239-a5c2-8f44a3eaff5d,0060,f21fd154-a96d-4b50-9fa9-dbab3c54d441,394c182b-fdbb-4239-a5c2-8f44a3eaff5d,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.497497259765856 53.2429636791213),,,1369d0b1-9489-4ea5-a501-c66108b79937,
00000000-0000-0000-0000-000000lhd953,,,,,,,,,,,"""Probable boundary line represented by a triple ditch system, extending from Greetwell in the south to Grange de Lings in the north, a length of c. 5.7km. It is the longest recorded section of prehistoric multi-ditch boundary in Lincolnshire. It has been recorded as crop marks or archaeologically at Bunkers Hill, Greetwell, Nettleham, and Nettleham Glebe. Within the City, the major site has been Bunkers Hill, known as Area 5. Here, the triple ditch was recorded by magnetometer survey, with a length of c.200m, its overall width being 10-15m, with individual ditches c1.5m-2m wide. In 2000 it was recorded in 6 out of 9 trial trenches with a width of 10m-12m, the individual ditches having a maximum depth of c.1m and widths of 1.2m to 2m. It was most intact close to the stream, where it had extended beneath colluvium. To the south of Wragby Road, the ditches terminated for a distance of c.100m northwards, possibly because of a natural feature such as woodland or a territorial entry. These terminals had been recut on several occasions. The break was bounded by a ditch (MON3484). Considered on pottery and environmental evidence to be late Bronze Age/Early Iron Age. The presence of hammer scale and slag indicates potentially early and important evidence for iron smithing.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd953,,,,,,,,,,,,,,,,,ed178863-0fc9-4496-99c7-58fe5ed59093
00000000-0000-0000-0000-000000lhd954,954,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman public baths at Cottesford Place: early phase""",81dd62d2-6701-4195-b74b-8057456bba4b,0060,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0400,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.537039903177174 53.2365604008793),,,e07a9ff0-7d6e-4ae2-87ab-f5ca97a0f20d,
00000000-0000-0000-0000-000000lhd954,,,,,,,,,,,"""A public building interpreted as the baths was partly uncovered during excavations at Cottesford Place in 1956. The complex is of several phases, expanding westwards over an earlier north-south lane. A colonnade on a stylobate marks the southern limit, along an east-west street. Other limits unknown.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd954,,,,,,,,,,,,,,,,,02c57358-94a2-485f-a1a4-8caca75543a5
00000000-0000-0000-0000-000000lhd954,,,,,,,,,,,,,,,,,ca94f12a-7acc-4289-9d54-b993535b3b8b
00000000-0000-0000-0000-000000lhd954,,,,,,,,,,,,,,44f4e1ab-f0de-42e7-82a4-98156e9eac4d,SAM 115 Lincoln Roman Colonia (Lindum) / 1003569,,
00000000-0000-0000-0000-000000lhd955,955,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman public baths at Cottesford Place: later phase""",81dd62d2-6701-4195-b74b-8057456bba4b,0060,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0400,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.537039903177174 53.2365604008793),,,e07a9ff0-7d6e-4ae2-87ab-f5ca97a0f20d,
00000000-0000-0000-0000-000000lhd955,,,,,,,,,,,"""A public building interpreted as the baths was partly uncovered during excavations at Cottesford Place in 1956. The later phase includes an area to the west of an earlier north-south lane. An east-west road forms the southern boundary, with a colonnade and stylobate along the north side of the road.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd955,,,,,,,,,,,,,,,,,ca94f12a-7acc-4289-9d54-b993535b3b8b
00000000-0000-0000-0000-000000lhd955,,,,,,,,,,,,,,,,,02c57358-94a2-485f-a1a4-8caca75543a5
00000000-0000-0000-0000-000000lhd955,,,,,,,,,,,,,,44f4e1ab-f0de-42e7-82a4-98156e9eac4d,SAM 115 Lincoln Roman Colonia (Lindum) / 1003569,,
00000000-0000-0000-0000-000000lhd956,956,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman road N/S at Cottesford Place""",81dd62d2-6701-4195-b74b-8057456bba4b,0060,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0120,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.5375913259381 53.2366480766281),,,62d7af0f-70ca-4082-9916-a2384d81a446,
00000000-0000-0000-0000-000000lhd956,,,,,,,,,,,"""A lane exposed at Cottesford Place below the later phases of the ?public baths is interpreted by M J Jones as being the remnant of a military period street originally running parallel to the main north-south street for its entire length. The width of the resulting insulae would be appropriate for centurions quarters. There is, however, no evidence from CP56 for the continuation of this street south of the east-west street also found in the excavation and it may therefore have been a minor and unimportant feature.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd956,,,,,,,,,,,,,,,,,ca94f12a-7acc-4289-9d54-b993535b3b8b
00000000-0000-0000-0000-000000lhd956,,,,,,,,,,,,,,44f4e1ab-f0de-42e7-82a4-98156e9eac4d,SAM 115 Lincoln Roman Colonia (Lindum) / 1003569,,
